,type,score,title,seasons,image,link,generos,pais,tags,fecha,duracion,sinopsis,audio,subtítulos
176,SERIE,8.3,This Country,Serie completa,https://static.filmin.es/images/media/32637/3/card_0_3_550x310.jpg,https://www.filmin.es/serie/this-country,Comedia,Reino Unido,"2 Premios BAFTA, Otros 5 premios o nominaciones, Estreno exclusivo, Comedia Británica, Comedia en Serie, Falso Documental, Vida Rural, Series Británicas",2020.0, Serie completa ,"Una de las grandes sorpresas de la televisión británica en los últimos años. Una serie que surgió de la nada y acabó triunfando en los BAFTA y acumulando críticas entusiastas tras arrasar en iPlayer, el servicio de vídeo a la carta de BBC. ""This Country"" es un falso documental que muestra la vida de dos primos, Kerry y Lee ""Kurtan"" Mucklowe (interpretados por los creadores de la serie, los hermanos Daisy May y Charlie Cooper), en un pequeño pueblo de la Inglaterra rural. Se centra en temas como el aburrimiento y el aislamiento de los jóvenes que viven en pequeñas comunidades, las trivialidades del comportamiento humano o las excentricidades de la vida en el campo. 

Comedia que explora la vida de los jóvenes en la Gran Bretaña rural moderna, centrada en los primos Kerry y Kurtan y sus vidas en los Cotswolds, al oeste de Inglaterra.",Inglés,"Español
Catalán"
177,SERIE,8.6,Hotel Fawlty,Serie completa,https://static.filmin.es/images/media/87/2/card_0_3_550x310.jpg,https://www.filmin.es/serie/hotel-fawlty,"ComediaComedia, Clásicos",Reino Unido,"2 Premios BAFTA, Clásicos, Comedia Británica, Comedia de enredos, Cult Movies, Comedia en Serie, Humor Negro, Series clásicas BBC, Clásico de TV, Hotel, Series Británicas, Disponible en Euskera",1975.0, Serie completa ,"El divertídisimo John Cleese, uno de los miembros más carismáticos de los legendarios Monty Phyton, es el absoluto protagonista de esta comedia de culto que marcó época y escuela a pesar de contar solo con 12 episodios.

Basil Fawlty es el temperamental y deslenguado dueño de Fawlty Towers, un hotel plagado de crisis, caos y personajes extraños.","Español
Euskera
Catalán
Inglés",
178,SERIE,6.8,"Kimba, el león blanco",Serie completa,https://static.filmin.es/images/media/40134/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/kimba-el-leon-blanco,"Aventuras, Animación, Infantil, Clásicos",Japón,"Clásicos, Cine Asiático, Serie de animación, Anime, Filmin KIDS, Infantil KIDS, Animales KIDS, Lo que tú veías, En la jungla, Series Infantiles",,,"Mítica serie de animación de los 60 creada por Osamu Tezuka y dirigida por su pupilo aventajado, Eiichi Yamamoto. Aunque nunca ha sido reconocido por Disney, la historia de Kimba guarda muchos parecidos con ""El Rey León"", lo que causó una gran controversia en el momento de su estreno.

Kimba es un cachorro de león cuyo padre muere a manos de unos cazadores furtivos. Su madre también es capturada y llevada al otro lado del Océano para ser vendida a un zoológico. En esa travesía nace él, Kimba, un león blanco como su padre, que inmediatamente salta del barco empujado por su madre. Pronto encamina sus pasos hacia la jungla, donde un tiránico león se ha erigido en rey sustituyendo a su padre. Su manera de gobernar la sabana es tan terrorífica y cruel que los nuevos amigos de Kimba -entre ellos un tucán y una pequeña leona- le ayudan a combatir al despiadado e ilegítimo rey para devolver la paz y la tranquilidad al mundo animal.",Español,
179,SERIE,7.3,Zafarrancho en Cambridge,Serie completa,https://static.filmin.es/images/media/31603/3/card_0_3_550x310.jpg,https://www.filmin.es/serie/zafarrancho-en-cambridge,"Clásicos, Comedia",Reino Unido,"2 Premios BAFTA, Otros 1 premios o nominaciones, Clásicos, Clásico de TV, Comedia Británica, Sátiras y Parodias, Mini Series, Tradiciones, Comedias Universitarias, En las aulas, Basado en una Novela, Series Británicas, Series de época",1987.0, Serie completa ,"Divertidísima miniserie británica que adapta la novela homónima de Tom Sharpe. Una sátira sobre las tensiones en la Universidad de Cambridge entre tradición y modernidad ganadora de dos BAFTA y un Emmy.

Por primera vez en 500 años, el maestro de Porterhouse no nombra a su sucesor en su lecho de muerte antes de morir. Sir Godber Evans es nombrado como su sucesor. Sir Godber, incitado por su celosa esposa, Lady Mary, anuncia cambios radicales después de siglos de tradición universitaria, para gran preocupación de Skullion y los becarios, que planean un contraataque en las propuestas de equipos anticonceptivos, mujeres estudiantes y el comedor.",Inglés,Español
180,SERIE,4.9,MemE,Serie completa,https://static.filmin.es/images/media/37964/1/card_0_3_550x310.png,https://www.filmin.es/serie/meme,"Thriller, Ciencia ficción",España,"Series Thriller, Distopía, Informática, Futurista, Nuevas tecnologías, Realidad Virtual, Viajes en el tiempo, Series Españolas",2020.0, Serie completa ,"MeMe es un thriller de ciencia ficción, un drama que explora la influencia de la información y el origen de la personalidad. Con una atmósfera inspirada por clásicos como Blade Runner o el cine de David Lynch, MemE nos presenta una serie de personajes excéntricos e inadaptados que se rebelan contra una sociedad adicta a las pantallas, a los “likes” y a los vacíos anuncios publicitarios...

Alix es un joven del extrarradio con problemas de comunicación recién llegado a La Gran Ciudad. Beep es el único hacker activvo, alguien capaz de asaltar La Red, un sistema informático global tan aséptico como inaccesible… sus caminos se cruzan en un extraño apartamento, un lugar donde el espacio-tiempo se distorsiona, mezclando la vida virtual con lo que, a menudo, parece la realidad.",Español,
181,SERIE,7.8,El infiltrado,Serie completa,https://static.filmin.es/images/media/32214/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/el-infiltrado,"Documental, Thriller",,"Estreno exclusivo, Serie Documental, Docuthriller, Corea del Norte, Dictaduras, Agentes Infiltrados, Espionaje, Corrupción, Corrupción política, Tráfico de Armas, Narcotráfico, Conspiración Política, Thriller Político",2020.0, Serie completa ,"El documental más impactante del año, una de esas producciones que trascienden la pantalla y tienen el potencial de cambiar un poco el mundo. Tras investigar la muerte del secretario general de la ONU Dag Hammarskjöld en su anterior obra, el director danés Mads Brügger infiltra a dos hombres en Corea del Norte para destapar un escándalo que pone en la picota al regimen de Kim Jong-Un y al popular diplomático Alejandro Cao de Benós. Los Ministros de Asuntos Exteriores de Suecia y Dinamarca ya han llevado el documental ante el Consejo de Seguridad de las Naciones Unidas para solicitar nuevas sanciones para Corea del Norte.

Dos hombres normales y corrientes se embarcan en una misión escandalosamente peligrosa durante diez años para penetrar en la dictadura más secreta y brutal del mundo: Corea del Norte.","Español
Inglés","Español
Catalán"
182,SERIE,8.5,Ciclo Sonatas de piano de Beethoven,Serie completa,https://static.filmin.es/images/media/38082/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/ciclo-sonatas-de-piano-de-beethoven,Conciertos y Óperas,,"Ludwig van Beethoven, Conciertos de Clásica, Piano",2020.0, Serie completa ,"El prestigioso pianista canadiense, Louis Lortie, ofrece una lección magistral en este ciclo  de 9 conciertos en los que interpreta las 32 sonatas para piano de Ludwig van Beethoven con motivo del 250º aniversario del compositor. ",Ninguno,
183,SERIE,7.8,Distil Your World,1 Temporada,https://static.filmin.es/images/media/39049/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/distil-your-world,Conciertos y Óperas,,"Documental sobre Gastronomía, Cocina y Gastronomía, Hermanos Roca, Londres, Series Españolas, Subtítulos en inglés",2020.0, 1 Temporada ,"Los hermanos Roca se van de viaje a Jerez, Escocia y Londres para descubrir las mejores destilerías del mundo.

Episodio1: Los hermanos Roca y The Macallan exploran Londres desde diversas perspectivas (gastronomía, cultura, innovación, artes.) para captar su esencia y convertirla en una experiencia gastronómica única. En su búsqueda por descubrir una visión diferente de la ciudad, se encontrarán con londinenses expertos en campos como la innovación, la sostenibilidad y la artesanía, entre otros.

Episodio 2: Los hermanos Roca y The Macallan, impulsados por su curiosidad y afán por adquirir nuevos conocimientos, inician un viaje de descubrimiento por Escocia. Con el objetivo de crear un sorprendente menú como tributo a Escocia, los hermanos explorarán ingredientes y productos asombrosos, guiados por agricultores, ganaderos y por los chefs más innovadores del país.

Episodio 3: En este viaje personal, los hermanos Roca visitan Jerez, en España, el lugar donde comienza el viaje de The Macallan con el añejamiento de sus barricas. Junto con Stuart MacPherson, The Macallan Master of Wood, y dirigidos por Josep Roca, uno de los mejores sumilleres del mundo, exploran la esencia y el verdadero espíritu del sur de España, con su rica gastronomía, su vibrante cultura y su antigua tradición vinícola. De vuelta en su restaurante El Celler de Can Roca, los hermanos crean un menú especial y emotivo inspirado en su viaje que pretende rendir homenaje al restaurante de sus padres, Can Roca, y al barrio que los vio crecer.",Varios,"Inglés
Español"
184,SERIE,6.0,La Treintena,Serie completa,https://static.filmin.es/images/media/35259/2/card_0_3_550x310.jpg,https://www.filmin.es/serie/la-treintena,Documental,España,"1 Atlàntida Mallorca Film Fest, Otros 1 premios o nominaciones, AMFF 2021, Comedia en Serie, Comedia Española, COVID-19, Pocos Personajes y Localizaciones, Treintañeros, Burguesía, Virus, Redes Sociales, Nuevas tecnologías, Grupo de amigos, Series Españolas, Subtítulos en inglés",2020.0, Serie completa ,"Con estrellas invitadas de la talla de Silvia Abril, Samanta Vilar o La Terremoto de Alcorcón, presentamos en exclusiva esta serie de personajes confinados que se rodó durante la pandemia de la COVID-19. Cuatro amigos, a punto de cumplir treinta años, se enfrentan al abismo de la vida adulta en plena crisis mundial.

Una serie escrita, producida y ejecutada en confinamiento completo, con un equipo muy pequeño trabajando desde casa a través de videollamadas y sabiendo aprovechar al máximo las nuevas tecnologías. La serie consta de seis episodios que cuentan la vida de cuatro amigos a punto de cumplir treinta años durante el confinamiento del coronavirus.",Español,"Español
Inglés"
185,SERIE,8.2,La joya de la corona,Serie completa,https://static.filmin.es/images/media/31993/3/card_0_3_550x310.jpg,https://www.filmin.es/serie/la-joya-de-la-corona,Comedia,Reino Unido,"1 Globos de Oro, Otros 6 premios o nominaciones, Clásico de TV, Basado en una Novela, Lección de Historia, Colonialismo, India, II Guerra Mundial, Drama de Época, Romance de época, Racismo, Realeza Británica, Series de época, Series Británicas",1984.0, Serie completa ,"Edición remasterizada de la superproducción ganadora de un Globo de Oro y 5 BAFTA, que adapta la Tetralogía de Raj del novelista Paul Scott, sobre el fin del imperio.

Transcurre en el norte de India durante la II Guerra Mudial, así como los disturbios y revueltas que llevaron a la Independencia de la colonia de Gran Bretaña. Todo empieza en febrero de 1942. El ejército japonés ha conquistado Birmania y amenaza con invadir la vecina India. Gandhi hace un llamamiento a los británicos a “Abandonar India”. En la ciudad de Mayapore, el comisario de policía Ronald Merrick llega para dirigir la investigación en el Santuario dirigido por la Hermana Ludmila, una emigrante rusa que se ocupa de los pobres. Inmediatamente, Merrick se interesa por el último huésped del Santuario, un joven indio que, la noche anterior, se encontró borracho como una cuba en las orillas del río que dividen las comunidades india y británica.",Inglés,Español
186,SERIE,6.6,Contiguo,1 Temporada,https://static.filmin.es/images/media/30597/3/card_0_3_550x310.jpg,https://www.filmin.es/serie/contiguo,"DramaComedia, Romántica",España,"1 Serielizados Showcase, Serielizados Fest 2020, Comedia Romántica, COVID-19, Barcelona, Comedia de enredos, Vecindario, Veinteañeros, Historias cruzadas, Amor Millennial, Series Españolas",2020.0, 1 Temporada ,"Una de las series más populares del Showcase de Serielizados en 2020, una comedia romántica situada y creada en un edificio de un barrio de Barcelona, durante las diferentes fases de la pandemia de la COVID-19.

Eva (Júlia Bonjoch) vuelve al piso familiar después de una larga época de trabajo constante. Mientras intenta componer sus propias canciones se ve interrumpida por la agresiva melodía que proviene del piso contiguo. Pepe (Enric Cambray), su vecino de al lado, se encuentra estancado en una empresa que no le motiva y se desahoga tocando el piano de un modo inusual. Dos pisos más abajo vive Alicia (Cintia Ballbé), que se ha instalado en el piso de su hermana mientras ella no está, para poder reflexionar sobre su relación con su pareja. Alicia siente curiosidad por Carlos (Alejo Levis), el vecino de al lado, que a su vez, siente curiosidad por ella. Carlos, distraído por la insistencia de su ex-amante y por la nueva presencia de Alicia, trata de acabar su novela.",Español,
187,SERIE,6.3,El beso de Singapur,Serie completa,https://static.filmin.es/images/media/31328/3/card_0_3_550x310.jpg,https://www.filmin.es/serie/el-beso-de-singapur,"Comedia, Drama, Romántica",Reino Unido,"Estreno exclusivo, Basado en una Novela, Comedia dramática, II Guerra Mundial, Años 40, Triángulo amoroso, Amor en tiempos de Guerra, Colonialismo",2020.0, Serie completa ,"Una lujosa adaptación del clásico británico de JG Farrell firmado por el oscarizado Christopher Hampton. Una comedia romántica ambientada durante la invasión japonesa de Singapur.
Charles Dance (""Juego de Tronos"") lidera el reparto de la adaptación televisiva de la novela ""The Singapore Grip"", de JG Farrell. Una comedia dramática alrededor de un triángulo amoroso durante la invasión japonesa de Singapur con la que ITV ha recuperado el sabor añejo de aquellas series británicas de calidad que se emitían los domingos por la noche hace años. Una sátira colonialista que arremete contra la arrogancia de aquellos varones caucásicos que reposaban en países exóticos a principios del siglo XX.

La historia se centra en una familia británica, los Blackett, que controlan una de las empresas comerciales líderes en el Singapur de la era colonial; y en el hijo de su socio, Matthew Webb. Walter Blackett está interesado en que el joven se case con su hija Joan, pero Matthew está interesado en cambio en una misteriosa mujer china, Vera Chiang. Cuando los japoneses invaden y ocupan Singapur, la pareja se ve obligada a separarse.","Español
Inglés","Español
Catalán"
188,SERIE,8.7,Women Make Film,Serie completa,https://static.filmin.es/images/media/31294/3/card_0_3_550x310.jpg,https://www.filmin.es/serie/women-make-film,Documental,Reino Unido,"1 Festival de Venecia, Otros 2 premios o nominaciones, Serie Documental, Documental sobre Cine, Directoras, Montadoras, Directoras de Fotografía, Mujeres Guionistas, Feminismo",2018.0, Serie completa ,"El creador de la influyente serie documental ""The Story of Film"", Mark Cousins, completa su primera historia del cine añadiendo a todas aquellas directoras que siempre merecieron ser recordadas, pero a las que la historiografía oficial olvidó o relegó a ser notas al pie de página.

Más de mil fragmentos de películas rodadas a lo largo de 13 décadas, en los 5 continentes, más de 14 horas de cinta… ""Women Make Film: Una nueva road movie a lo largo de la historia del cine"" es un excepcional análisis de la historia del cine a través de la lente de algunas de las mejores directoras del mundo: mujeres todas ellas. Narrada por Tilda Swinton, Jane Fonda y otras; rodada y montada por Mark Cousins (""The Story of Film""). La vida, el amor, la política, el humor y la muerte se desgranan y se examinan en esta road-movie cinematográfica sin parangón.",Varios,
189,SERIE,7.6,Sherlock Holmes: Casos especiales,Serie completa,https://static.filmin.es/images/media/31816/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/sherlock-holmes-casos-especiales,"DocumentalDrama, Thriller",Reino Unido,"Clásico de TV, Clásico Moderno, Sherlock Holmes, Crimen y Delincuencia, Misterio, Detectives, Basado en una Novela, Series Británicas",1993.0, Serie completa ,"Los cinco largometrajes en los que Jeremy Brett (para los entendidos, el mejor Sherlock Holmes de todos los tiempos) protagonizó en televisión. Cinco episodios especiales de la mítica serie británica ""Las aventuras de Sherlock Holmes"" que son de obligado deleite para los amantes del detective creado por Sir Arthur Conan Doyle.

La serie incluye los siguientes casos:
- El signo de los cuatro
- El perro de los Baskerville 
- Charles Augustus Milverton 
- El vampiro de Sussex 
- El aristócrata solterón","Español
Inglés",Español
190,SERIE,8.0,Pequeños Mundos de Poesia: Jacques Prévert,Serie completa,https://static.filmin.es/images/media/43129/3/card_0_3_550x310.jpg,https://www.filmin.es/serie/pequenos-mundos-de-poesia-jacques-prevert,"Infantil, Animación",Francia,"Filmin KIDS, Juvenil KIDS, Poesía, Series Infantiles, Serie de animación, Animación Europea, Animación Infantil Europea, Educa y cine, Educa y KIDS",2013.0, Serie completa ,"Los mejores estudiantes franceses de cine de animación son los autores de estas bellas y libres adaptaciones de los poemas de la autora Jacques Prévert, poeta surrealista, dramaturgo y guionista de cine.",Francés,Español
191,SERIE,8.9,Pequeños Mundos de Poesia: Robert Desnos,Serie completa,https://static.filmin.es/images/media/43130/2/card_0_3_550x310.jpg,https://www.filmin.es/serie/pequenos-mundos-de-poesia-robert-desnos,"Animación, Infantil",Francia,"Filmin KIDS, Juvenil KIDS, Poesía, Animación Infantil Europea, Animación Europea, Serie de animación, Series Infantiles, Educa y KIDS, Educa y cine",2019.0, Serie completa ,Una colección de cortometrajes de animación que proponen asociar libre pero hábilmente los poemas de autores como Robert Desnos al universo gráfico de los jóvenes realizadores que marcarán el futuro de la animación europea.,Francés,Español
192,SERIE,4.5,Enermanos,Serie completa,https://static.filmin.es/images/media/38414/1/card_0_3_550x310.png,https://www.filmin.es/serie/enermanos,"Animación, Infantil",España,"Filmin KIDS, Infantil KIDS, Cambio climático, Educa y KIDS, Series Infantiles, Animación Española, Animación Europea, D'Ocon Films",2009.0, Serie completa ,"Cambio climático, sostenibilidad del planeta... Temas de candente actualidad en el mundo que habitamos, en el mundo que habitarán y cuidarán los niños en el futuro. ""Enermanos"" cuenta una pequeña aventura de dibujos animados que nos invita a reflexionar, de forma amena y divertida, sobre la necesidad de ahorrar energía.

De la mano de unos simpáticos personajes en forma de dedo, veremos cómo la familia Pensatotes se enfrenta con ingenio e imaginación a un grave problema que amenaza su ciudad: las fuentes de energía se están agotando, los habitantes de Ditània están demasiado acostumbrados a malbaratar energía y, además, el malvado Ditbrut planea introducir en la ciudad una energía sucia y contaminante: el brutoli.

¿Conseguirán los Pensatotes enfrentarse a este peligro y cambiar la conciencia de la gente? Enermanos se apunta al reto más importante de nuestros días: educar de forma divertida para que los niños adopten una postura comprometida con el mundo y el futuro.","Español
Catalán",
193,SERIE,6.5,Jingle Kids,1 Temporada,https://static.filmin.es/images/media/38243/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/jingle-kids,"Infantil, Animación",Rusia,"1 San Diego International Kids Film Festival, Otros 1 premios o nominaciones, Filmin KIDS, Infantil KIDS, Aventuras KIDS, Animales KIDS, Fantasía, Series Infantiles, Disponible en Euskera",2019.0, 1 Temporada ,"Bienvenidos a Jingle City, una tierra de paz y fantasía habitada por humanos muy pequeñitos y bestias parlanchinas. Juntos, tienen un montón de aventuras y lo más importante: se lo pasan pipa.","Español
Euskera
Catalán",
194,SERIE,7.1,En tierra de nadie,Serie completa,https://static.filmin.es/images/media/40555/1/card_0_3_550x310.jpeg,https://www.filmin.es/serie/en-tierra-de-nadie,"Thriller, Acción",Canadá,"Cine Policíaco, Colonialismo, Cine Social, Thriller Político, Cine Político, Guerra, Vigilancia de estado, Conspiración Política",2005.0, Serie completa ,"Una historia de amor, coraje y mundos en guerra, basada en hechos reales. Una miniserie llena de acción, en la que dos Voluntarios de la ONU asumen más de lo que negociaban y corren el riesgo de perder a todos aquellos a quienes trataron de proteger.

En 1975, la colonia portuguesa de Timor fue ocupada por las fuerzas indonesias. La guerra por la independencia fue una masacre durante dos décadas. En 1999, en un referéndum supervisado por las Naciones Unidas, la zona de conflicto de Timor Oriental ganó finalmente su libertad proclamándose la más nueva democracia independiente del mundo. La miniserie se sitúa ahí, cuando Mark, un policía federal australiano, es enviado a Timor Oriental por las Naciones Unidas para supervisar el registro de los votantes y salvaguardar el derecho a un referéndum.","Español
Inglés",
195,SERIE,4.3,La aventura del Poseidón,Serie completa,https://static.filmin.es/images/media/40548/1/card_0_3_550x310.jpeg,https://www.filmin.es/serie/la-aventura-del-poseidon,Acción,Estados Unidos,"Catástrofes, Basado en una Novela, Naufragio, Desastres naturales, Mini Series, Aventuras en el mar, Mar, Ambientada en Crucero, Terrorismo",2005.0, Serie completa ,"Basada en la novela de Paul Galico, esta miniserie se acerca al mito del ""Titanic"" mediante una aventura marina en la que esta vez el hundimiento no está provocado por un iceberg, sino por las bombas de unos terroristas.

El Poseidón es un enorme transatlántico de lujo que naufraga cuando unos terroristas hacen estallar unas bombas en pleno océano. El hundimiento sorprende a todos en plena nochevieja, y a partir de entonces los supervivientes intentarán ponerse a salvo. ","Español
Inglés",
196,SERIE,6.0,Club Forever,Serie completa,https://static.filmin.es/images/media/38670/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/club-forever,"AcciónDocumental musical, Documental",España,"Estreno exclusivo, Serie Documental, Música Electrónica, Discoteca, Fiesta, Noche de fiesta, Series Españolas",2021.0, Serie completa ,"Club Forever es un documental dirigido y editado por el productor musical Miqui Brightside. Habla sobre el mundo de la noche en España, la música electrónica y la importancia de mantener esta cultura a flote.

Cuenta con la participación de organizadores de festivales musicales, promotores, djs y locutores de radio, quienes hablan sobre la historia de la música electrónica, los principales locales donde se desarrolló, las nuevas formas de consumir música en directo, el peligroso momento en el que se encuentra el ocio nocturno y la imagen negativa asociada a este.

El documental da vida a la cultura que existe una vez cae el sol. Toda la música ha sido producida por Miqui Brightside para el documental y busca hacer al espectador sentirse en un club desde el sofá.",Español,Español
197,SERIE,7.0,Laif,Serie completa,https://static.filmin.es/images/media/31686/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/laif,Comedia,México,"1 Series Mania, Cine Latinoamericano, Comedia dramática, Webserie, Crisis de mediana edad, Retrato de un perdedor, Subtítulos en inglés",2020.0, Serie completa ,"Seleccionada en el festival internacional SeriesMania 2020, estreno exclusivo en España en Filmin.

Laif es una reivindicación del fracaso, del miedo y de las dudas existenciales que nos acechan cada día de nuestra vida. Un personaje contradictorio y opuesto a los modelos masculinos tradicionales. Laif es una reivindicación de la empatía y el valor de escuchar a los demás, del valor que se necesita para sacar una lección de cada pedazo de vida.",Español,"Español
Inglés"
198,SERIE,8.6,Cuando el polvo se asienta,Serie completa,https://static.filmin.es/images/media/28830/3/card_0_3_550x310.jpg,https://www.filmin.es/serie/cuando-el-polvo-se-asienta,Comedia,Dinamarca,"Estreno exclusivo, Series nórdicas, Terrorismo, Historias cruzadas, Parejas LGTBI+, Restaurantes, Pobreza, Musulmán, Grandes éxitos en suscripción, Noviembre Nórdico",2020.0, Serie completa ,"Las vidas de ocho personajes se entrelazan después de que un salvaje atentado terrorista sacuda la ciudad de Copenhague. Con un impresionante 42% de share durante su emisión en Dinamarca, esta serie, creada por la nominada al Oscar Dorte Warnøe Høgh y Ida Maria Rydén, es uno de los últimos éxitos de la televisión escandinava.

Viernes por la noche en Copenhague. En un concurrido restaurante la velada transcurre con total normalidad. De repente, tres siluetas entran por la puerta y abren fuego contra los clientes. La vida nunca volverá a ser igual. Corte a negro. 

21 días antes de la masacre, Nikolaj está a punto de hacerse cargo del restaurante donde trabaja como chef. Jamal quiere aprobar el examen de conducir para cumplir con las expectativas de la familia. Lisa, una famosa cantante sueca, está a punto de comenzar una nueva vida con su amante danés. Y Holger, un viejo solitario, está tratando de acabar con la suya. Elisabeth, la ministra de justicia danesa, se debate entre retirarse para pasar más tiempo con su esposa o permanecer en el juego político, donde se siente más viva. Mientras tanto, Marie, una niña de 8 años, encuentra una bala brillante y dorada en el bosque, y Ginger, una niña sin hogar, aún no sabe que se convertirá en una importante testigo ocular. En el transcurso de tres semanas, la vida de estos ocho personajes principales cambiará dramáticamente.",Danés,"Español
Catalán"
199,SERIE,8.0,Los invasores,Serie completa,https://static.filmin.es/images/media/43449/2/card_0_3_550x310.jpg,https://www.filmin.es/serie/los-invasores,"DramaCiencia ficción, Clásicos",Estados Unidos,"Clásicos, Clásico de TV, Extraterrestres, Distopía, Retro Sci-Fi",1967.0, Serie completa ,"Todo un clásico de la ciencia ficción que se ha convertido en una serie de culto con el paso de los años gracias a unas ideas adelantadas a su tiempo.

Los invasores, seres extraños de un planeta que se extingue. Destino: La Tierra. Propósito: Adueñarse de ella. David Vincent los ha visto. Para él todo empezó una noche en un camino solitario, cuando buscaba un atajo que nunca encontró. Empezó con un merendero cerrado y abandonado; con un hombre tan fatigado que no podía seguir viajando. Empezó con la llegada de una nave de otra galaxia. Ahora David Vincent sabe que los invasores han llegado, que han tomado forma humana. De algún modo, debe convencer a un mundo incrédulo de que la pesadilla ya ha comenzado.","Español
Inglés",Español
200,SERIE,5.8,Darknet,Serie completa,https://static.filmin.es/images/media/39179/1/card_0_3_550x310.jpg,https://www.filmin.es/serie/darknet,Terror,Canadá,"Remakes, Webserie, Misterio, Informática, Historias cruzadas, Basada en una serie, Mini Series, Series Thriller, Antología de terror, Terror Psicológico, Terror Asiático",2014.0, Serie completa ,"De la mano de Vincenzo Natali nos llega esta adaptación de la serie de TV japonesa ""Torihada"", que cuenta cuatro historias entrecruzadas de terror urbano.

Antología de historias de terror en torno a personas que han tenido experiencias cercanas a la muerte pero que no obstante vivieron para contarlo. Estos sucesos no están conectados ni tienen relación más allá del carácter extremadamente violento de los hechos o su origen extraño.","Español
Inglés",Español
201,SERIE,5.6,i STiLL BELiEVE iN CELLULOiD,Serie completa,https://static.filmin.es/images/media/42395/2/card_0_3_550x310.png,https://www.filmin.es/serie/i-still-believe-in-celluloid,Terror,España,"1 Festival L´Alternativa, Documental Experimental, Cine Experimental, Ensayo Fílmico, Artes Plásticas, Cine Catalán, Series Españolas",2020.0, Serie completa ,"Diez cápsulas de tiempo, utopías analógicas, audiovisuales en su propia búsqueda existencial, procesos matéricos, lo táctil en la era digital…Inspirado en la obra de Marcel Duchamp, Dziga Vertov o David Lynch, entre muchos otros.

Con un acercamiento evocador, lúdico y didáctico se bucea en la arqueología del corpus cinematográfico, en su vertiente más física y desaprobando la nostalgia. Cine con arte e ingenio en una fiesta del principio del fin, apto para iconoclastas.",Original,
202,SERIE,8.7,Los Durrell,Serie completa,https://static.filmin.es/images/media/20576/16/card_0_3_550x310.jpg,https://www.filmin.es/serie/los-durrell,"DocumentalComedia, Biopic",Reino Unido,"4 Premios BAFTA, Otros 1 premios o nominaciones, Estreno exclusivo, Comedia en Serie, Choque cultural, Biopic Literatura, Relaciones Familiares, Animales domésticos, Verano, Saga Familiar, Recomendaciones 2019, Top Series Informer",2016.0, Serie completa ,"Cuarta y última temporada ya disponible. Estrenamos en España una de las series británicas más aclamadas de los últimos años, nominada a cuatro premios Bafta (incluyendo el de Mejor Serie Dramática) y que ha sido todo un éxito de audiencia en su emisión en el Reino Unido por parte de la cadena ITV.

Dirigida por el célebre realizador de video-clips Steven Barron, se trata de la adaptación de la popular ""Trilogía de Corfú"", obra autobiográfica del naturalista, zoólogo y presentador de televisión Gerald Durrell, que recuerda los años en los que, siendo niño, junto a su familia, se mudó a la isla griega de Corfú procedente de Bournemouth para iniciar una nueva vida. Acostumbrados a una vida acomodada, los Durrell tuvieron que hacer frente a su nueva situación en un hogar que por no tener, no tenía ni electricidad y en un país que en nada se parecía a su añorada Inglaterra.","Español
Inglés","Español
Catalán"
203,SERIE,7.5,Pringadas,1 Temporada,https://static.filmin.es/images/media/42801/2/card_0_3_550x310.jpg,https://www.filmin.es/serie/pringadas,Comedia,España,"1 Serielizados Showcase, Serielizados 2022, Comedia en Serie, Comedia Española, Comedias Universitarias, Compañeros de Piso, Amigas Juveniles, Galicia, Subtítulos en inglés",2022.0, 1 Temporada ,"En cada episodio, estas tres compañeras de piso abren su diario personal que cuenta situaciones que los hicieron sentir así. La ruptura con el primer amor, el sentimiento de no pertenecer a nada y el diagnóstico de una ETS son los momentos clave en los que cada personaje se convierte en protagonista y lo cuenta de forma sincera y desenfadada al espectador. Todo ello, con Santiago de Compostela como escenario principal de la ficción, y escenario real de la vida de la mayoría de los estudiantes gallegos.",Gallego (Original),"Español
Inglés
Gallego"
